,speaker,minute,text,topic,label,prob,sentiment
641,Joe Biden,23:50,By the way-,-1_immigration_trump_cages_president,8,0.10014299,excitement
642,Donald Trump,23:50,But somebody should ask the question.,6_okay_lets_followup_let,4,0.26686552,confusion
643,Donald Trump,23:50,But somebody should ask the question.,6_okay_lets_followup_let,5,0.20863952,curiosity
644,Donald Trump,23:50,But somebody should ask the question.,6_okay_lets_followup_let,13,0.15773267,optimism
645,Joe Biden,23:52,You can ask it.,6_okay_lets_followup_let,5,0.23250782,curiosity
646,Joe Biden,23:52,You can ask it.,6_okay_lets_followup_let,13,0.19644691,optimism
647,Joe Biden,23:52,You can ask it.,6_okay_lets_followup_let,3,0.11695085,approval
648,Donald Trump,23:52,"He goes for a year, there will be no fracking.",3_emissions_environmental_fracking_climate,14,0.22742543,realization
649,Donald Trump,23:52,"He goes for a year, there will be no fracking.",3_emissions_environmental_fracking_climate,3,0.14360715,approval
650,Donald Trump,23:52,"He goes for a year, there will be no fracking.",3_emissions_environmental_fracking_climate,13,0.12004417,optimism
651,Kristen Welker,23:55,We do have a number-,-1_immigration_trump_cages_president,3,0.23453222,approval
652,Kristen Welker,23:55,We do have a number-,-1_immigration_trump_cages_president,13,0.2343488,optimism
653,Kristen Welker,23:55,We do have a number-,-1_immigration_trump_cages_president,15,0.17120689,sadness
654,Donald Trump,23:56,There will be no petroleum-,3_emissions_environmental_fracking_climate,7,0.20916101,disapproval
655,Donald Trump,23:56,There will be no petroleum-,3_emissions_environmental_fracking_climate,6,0.14218698,disappointment
656,Donald Trump,23:56,There will be no petroleum-,3_emissions_environmental_fracking_climate,14,0.1270565,realization
657,Kristen Welker,23:56,We have a number of topics we’re going to get to.,-1_immigration_trump_cages_president,8,0.18948723,excitement
658,Kristen Welker,23:56,We have a number of topics we’re going to get to.,-1_immigration_trump_cages_president,14,0.15093529,realization
659,Kristen Welker,23:56,We have a number of topics we’re going to get to.,-1_immigration_trump_cages_president,5,0.1280664,curiosity
660,Donald Trump,24:00,"No, no. But that’s a big question.",-1_immigration_trump_cages_president,4,0.2930567,confusion
661,Donald Trump,24:00,"No, no. But that’s a big question.",-1_immigration_trump_cages_president,7,0.14248185,disapproval
662,Donald Trump,24:00,"No, no. But that’s a big question.",-1_immigration_trump_cages_president,5,0.1159506,curiosity
663,Kristen Welker,24:01,We’re going to get to a number of topics-,-1_immigration_trump_cages_president,8,0.20332582,excitement
664,Kristen Welker,24:01,We’re going to get to a number of topics-,-1_immigration_trump_cages_president,14,0.14129733,realization
665,Kristen Welker,24:01,We’re going to get to a number of topics-,-1_immigration_trump_cages_president,5,0.120924555,curiosity
666,Donald Trump,24:01,It’s the same thing with socialized medicine.,0_obamacare_healthcare_vaccine_insurance,3,0.26795456,approval
667,Donald Trump,24:01,It’s the same thing with socialized medicine.,0_obamacare_healthcare_vaccine_insurance,15,0.24859148,sadness
668,Donald Trump,24:01,It’s the same thing with socialized medicine.,0_obamacare_healthcare_vaccine_insurance,13,0.2059628,optimism
669,Joe Biden,24:03,I have to respond to healthcare.,0_obamacare_healthcare_vaccine_insurance,13,0.19763038,optimism
670,Joe Biden,24:03,I have to respond to healthcare.,0_obamacare_healthcare_vaccine_insurance,3,0.17621267,approval
671,Joe Biden,24:03,I have to respond to healthcare.,0_obamacare_healthcare_vaccine_insurance,14,0.1650246,realization
672,Kristen Welker,24:04,"Vice President, your response please.",1_biden_vicepresident_vice_president,10,0.4638256,gratitude
673,Kristen Welker,24:04,"Vice President, your response please.",1_biden_vicepresident_vice_president,3,0.095891654,approval
674,Kristen Welker,24:04,"Vice President, your response please.",1_biden_vicepresident_vice_president,13,0.06983598,optimism
675,Joe Biden,24:04,"My response is, people deserve to have affordable healthcare, period. Period, period, period. And the Biden care proposal will in fact provide for that affordable healthcare, lower premiums. What we’re going to do is going to cost some money. It’s going to cost over $750 billion over 10 years to do it. And they’re going to have lower premiums. You can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly. He keeps talking about it. He hasn’t done a thing for anybody on healthcare. Not a thing.",0_obamacare_healthcare_vaccine_insurance,15,0.15667157,sadness
676,Joe Biden,24:04,"My response is, people deserve to have affordable healthcare, period. Period, period, period. And the Biden care proposal will in fact provide for that affordable healthcare, lower premiums. What we’re going to do is going to cost some money. It’s going to cost over $750 billion over 10 years to do it. And they’re going to have lower premiums. You can buy into the better plans, the cheaper plans, lower your premiums, deal with unexpected billing, and have your drug prices drop significantly. He keeps talking about it. He hasn’t done a thing for anybody on healthcare. Not a thing.",0_obamacare_healthcare_vaccine_insurance,14,0.15543698,realization
